,wave,INCOME_1,INCOME_2,INCOME_3,INCOME_4,INCOME_5,INCOME_6,INCOME_7,WP16,WP18,WP23,WP27,WP30,WP31,WP40,WP43,WP60,WP61,WP63,WP65,WP67,WP68,WP69,WP70,WP71,WP74,WP83,WP85,WP86,WP19472,WP88,WP89,WP91,WP92,WP93,WP94,WP95,WP96,WP97,WP98,WP10248,WP103,WP105,WP106,WP108,WP109,WP110,WP111,WP112,WP113,WP117,WP118,WP119,WP129,WP130,WP9050,WP131,WP132,WP134,WP137,WP138,WP139,WP141,WP144,WP10251,WP145,WP146,WP150,WP151,WP153,WP155,WP156,WP13125,WP1219,WP1220,WP1223,EMP_2010,WP1230,WP1233,WP2319,WP4657,WP9042,WP9048,WP17625,WP17626,WP16056,WP15862,WP19544,WP3117
2221917,15.1,480000.0,117870.71629439192,120000.0,29467.67907359798,5.0,,1.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,25.0,8.0,1.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221918,15.1,240000.0,58935.35814719596,48000.0,11787.071629439193,4.0,,2.0,8.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,22.0,1.0,1.0,0.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221919,15.1,120000.0,29467.67907359798,40000.0,9822.559691199327,4.0,,1.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,30.0,2.0,6.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221920,15.1,192000.0,47148.28651775677,38400.0,9429.657303551354,4.0,,2.0,5.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,24.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0
2221921,15.1,120000.0,29467.67907359798,40000.0,9822.559691199327,4.0,,1.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,24.0,1.0,1.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221922,15.1,120000.0,29467.67907359798,60000.0,14733.83953679899,4.0,,1.0,5.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,20.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221923,15.1,60000.0,14733.83953679899,15000.0,3683.4598841997476,2.0,,3.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,19.0,1.0,6.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221924,15.1,0.0,0.0,0.0,0.0,1.0,,1.0,6.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,1.0,55.0,4.0,2.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0
2221925,15.1,84000.0,20627.375351518585,14000.0,3437.8958919197644,2.0,,1.0,7.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,2.0,31.0,2.0,1.0,2.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221926,15.1,132000.0,32414.44698095778,44000.0,10804.81566031926,4.0,,1.0,6.0,6.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,26.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221927,15.1,600000.0,147338.3953679899,600000.0,147338.3953679899,5.0,,1.0,6.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,28.0,1.0,1.0,0.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221928,15.1,120000.0,29467.67907359798,60000.0,14733.83953679899,4.0,,1.0,7.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,2.0,52.0,2.0,1.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221929,15.1,48000.0,11787.071629439193,16000.0,3929.023876479731,2.0,,3.0,3.0,98.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,33.0,1.0,4.0,0.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0
2221930,15.1,180000.0,44201.51861039697,45000.0,11050.379652599242,4.0,,3.0,5.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,24.0,1.0,1.0,0.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221931,15.1,24000.0,5893.535814719597,12000.0,2946.7679073597983,2.0,,1.0,7.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,1.0,58.0,2.0,2.0,0.0,,5.0,1.0,,,2.0,1.0,2.0,,2.0,1.0
2221932,15.1,180000.0,44201.51861039697,60000.0,14733.839536798989,4.0,,2.0,7.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,42.0,2.0,1.0,2.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0
2221933,15.1,84000.0,20627.375351518585,21000.0,5156.843837879646,3.0,,1.0,6.0,99.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,35.0,2.0,1.0,0.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2221934,15.1,55200.0,13555.13237385507,18400.0,4518.37745795169,2.0,,1.0,5.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,53.0,2.0,1.0,0.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221935,15.1,42000.0,10313.687675759293,8400.0,2062.7375351518585,1.0,,3.0,5.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,25.0,1.0,1.0,0.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0
2221936,15.1,2400000.0,589353.5814719596,600000.0,147338.3953679899,5.0,,3.0,8.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,53.0,2.0,1.0,0.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221937,15.1,48000.0,11787.071629439193,24000.0,5893.535814719597,3.0,,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,68.0,2.0,6.0,0.0,,3.0,1.0,,,2.0,1.0,2.0,,2.0,1.0
2221938,15.1,36000.0,8840.303722079394,7200.0,1768.0607444158788,1.0,,1.0,10.0,10.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,100.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2221939,15.1,360000.0,88403.03722079394,72000.0,17680.607444158788,5.0,,1.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,25.0,2.0,6.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221940,15.1,72000.0,17680.607444158788,9000.0,2210.0759305198485,1.0,,1.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,56.0,2.0,1.0,2.0,,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,1.0
2221941,15.1,60000.0,14733.83953679899,30000.0,7366.919768399495,3.0,,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,40.0,2.0,2.0,0.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2221942,15.1,0.0,0.0,0.0,0.0,1.0,,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,74.0,2.0,2.0,0.0,,3.0,1.0,,,2.0,1.0,2.0,,2.0,1.0
2221943,15.1,132000.0,32414.44698095778,66000.0,16207.22349047889,5.0,,3.0,3.0,98.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,22.0,1.0,1.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221944,15.1,240000.0,58935.35814719596,120000.0,29467.67907359798,5.0,,1.0,5.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,32.0,2.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221945,15.1,120000.0,29467.67907359798,40000.0,9822.559691199327,4.0,,1.0,8.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,100.0,2.0,1.0,0.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0
2221946,15.1,48000.0,11787.071629439193,6857.142857142857,1683.8673756341705,1.0,,2.0,8.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,59.0,2.0,6.0,1.0,,1.0,1.0,,,2.0,1.0,2.0,,2.0,1.0
2221947,15.1,276000.0,67775.66186927535,69000.0,16943.91546731884,5.0,,1.0,9.0,10.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,2.0,42.0,2.0,6.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0
2221948,15.1,96000.0,23574.143258878386,32000.0,7858.047752959462,3.0,,3.0,4.0,98.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,17.0,1.0,1.0,0.0,,5.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0
2221949,15.1,24000.0,5893.535814719597,2666.6666666666665,654.8373127466218,1.0,,1.0,7.0,98.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,2.0,66.0,2.0,5.0,2.0,,3.0,1.0,,,2.0,1.0,2.0,,2.0,1.0
2221950,15.1,180000.0,44201.51861039697,60000.0,14733.839536798989,4.0,,3.0,9.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,20.0,1.0,3.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0
2221951,15.1,6000.0,1473.3839536798992,1000.0,245.56399227998318,1.0,,2.0,4.0,98.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,26.0,2.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0
2221952,15.1,120000.0,29467.67907359798,24000.0,5893.535814719597,3.0,,1.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,69.0,2.0,5.0,1.0,,2.0,1.0,,,2.0,1.0,2.0,,1.0,2.0
2221953,15.1,360000.0,88403.03722079394,60000.0,14733.839536798989,4.0,,2.0,6.0,10.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,22.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221954,15.1,960000.0,235741.43258878385,480000.0,117870.71629439192,5.0,,2.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,30.0,2.0,1.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221955,15.1,204000.0,50095.05442511657,51000.0,12523.763606279143,4.0,,3.0,6.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,21.0,1.0,6.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221956,15.1,120000.0,29467.67907359798,30000.0,7366.919768399495,3.0,,1.0,8.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,36.0,2.0,1.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0
2221957,15.1,96000.0,23574.143258878386,32000.0,7858.047752959462,3.0,,2.0,8.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,19.0,1.0,6.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
2221958,15.1,96000.0,23574.143258878386,24000.0,5893.535814719597,3.0,,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,50.0,2.0,1.0,0.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0
2221959,15.1,84000.0,20627.375351518585,28000.0,6875.791783839529,3.0,,1.0,10.0,10.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,40.0,4.0,1.0,0.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0
